trajectory,successful_hours,solve_time_s,daily_cost,daily_loss_MWh,solar_curt_MWh,wind_curt_MWh,max_solar_curt_MW,max_wind_curt_MW,curtailed_hours
72,24,9.8592271,1102636.46542032,1303.5102235891,0,0,0,0,0
73,24,9.584004,1079445.82862779,1270.22620164051,0,0,0,0,0
74,24,9.5297641,1101205.14386815,1308.7441985333,0,0,0,0,0
75,24,9.4857905,1060417.98722048,1265.09345357628,0,0,0,0,0
76,24,9.7510999,1003421.10837421,1274.09455264113,0,0,0,0,0
77,24,9.4269847,1072223.89318484,1263.44954136447,0,0,0,0,0
78,24,10.0316733,1125538.25669667,1318.36128985661,0,0,0,0,0
79,24,9.6377435,1059504.76543133,1259.62881127138,0,0,0,0,0
80,24,9.6772248,1050889.91135485,1278.78521770853,0,0,0,0,0
81,24,9.7052549,1091105.07734237,1276.23192255147,0,0,0,0,0
82,24,9.5558818,1108246.97137315,1296.80417131727,0,0,0,0,0
83,24,9.7912615,1080340.04153374,1290.18841929576,0,0,0,0,0
84,24,9.549343,1084481.80451529,1277.79215447166,0,0,0,0,0
85,24,9.5470346,1069378.44876455,1252.3706929148,0,0,0,0,0
86,24,9.5285919,1025318.22650936,1275.15551420709,0,0,0,0,0
87,24,9.7608235,1107507.47898871,1300.38670085033,0,0,0,0,0
88,24,9.8445162,1098847.76892841,1295.98398890675,0,0,0,0,0
89,24,10.0469241,1048529.35200147,1248.93163116093,0,0,0,0,0
90,24,9.5391977,1047692.82045601,1272.48324402322,0,0,0,0,0
91,24,9.6809808,1115655.28310042,1299.15946729817,0,0,0,0,0
92,24,9.6999332,1073015.67777059,1267.14520882045,0,0,0,0,0
93,24,9.2087137,929608.951420413,1332.11584474359,0,0,0,0,0
94,24,9.6148487,1054556.05883938,1268.54776293492,0,0,0,0,0
95,24,9.666323,1053250.3472192,1265.16703156891,0,0,0,0,0
96,24,9.5838725,1013180.92263949,1229.34873577328,0,0,0,0,0
97,24,9.5714652,1115614.20662484,1312.87945747376,0,0,0,0,0
98,24,9.4551287,1075502.68814662,1280.13785030618,0,0,0,0,0
99,24,9.6524556,1067867.04025891,1270.19723779145,0,0,0,0,0
100,24,9.4261578,1106353.30678547,1285.70002563621,0,0,0,0,0
101,24,9.4946648,1108438.440671,1304.89779850635,0,0,0,0,0
102,24,9.519912,1076158.64916246,1268.52090843053,0,0,0,0,0
103,24,8.0631322,1084577.51902058,1285.84687190413,0,0,0,0,0
104,24,8.1779428,1117598.49893813,1308.98860038789,0,0,0,0,0
105,24,7.9639375,1069266.61492033,1269.40908748047,0,0,0,0,0
106,24,8.0441162,1100147.77895152,1303.54094667516,0,0,0,0,0
107,24,8.2009021,1010524.09092508,1241.001877061,0,0,0,0,0
108,24,8.1142379,1117737.56925563,1311.78609291893,0,0,0,0,0
109,24,8.0576807,1016997.24123888,1270.06630721017,0,0,0,0,0
110,24,8.0447388,1097893.59562614,1273.08881484255,0,0,0,0,0
111,24,7.9753578,1110570.8968325,1302.01243984116,0,0,0,0,0
112,24,8.0659334,1125328.64703839,1311.31401626157,0,0,0,0,0
113,24,8.1011631,988219.23660426,1248.58082093553,0,0,0,0,0
114,24,7.8712257,1092684.05450762,1271.81084081506,0,0,0,0,0
115,24,8.0256703,1067874.9676289,1286.66636471322,0,0,0,0,0
116,24,7.9466043,1050188.81308405,1278.10588801938,0,0,0,0,0
117,24,7.9602393,1096621.94871523,1286.66419132461,0,0,0,0,0
118,24,8.0140521,1090916.50026907,1272.1358383364,0,0,0,0,0
119,24,7.8495122,1084215.07918408,1292.22915936682,0,0,0,0,0
120,24,8.2145499,1085903.75219648,1282.41218084525,0,0,0,0,0
121,24,7.9163317,1039888.68285707,1264.55015682985,0,0,0,0,0
122,24,7.9058887,1106272.51995521,1314.565917348,0,0,0,0,0
123,24,8.1653284,1107745.87638627,1294.66809369231,0,0,0,0,0
124,24,8.1986965,1051077.25765194,1262.66797148668,0,0,0,0,0
125,24,7.8996344,1122610.15515108,1310.73897465825,0,0,0,0,0
126,24,8.3753737,1125641.90904037,1316.6169249811,0,0,0,0,0
127,24,8.1588038,1106888.67227458,1298.8059764193,0,0,0,0,0
128,24,8.0219439,1066049.37569279,1289.6997062515,0,0,0,0,0
129,24,7.9159414,1117202.34299205,1316.17578601464,0,0,0,0,0
130,24,7.7540595,1074606.35476665,1294.08354354196,0,0,0,0,0
131,24,7.9898385,1099124.92526746,1292.75967266865,0,0,0,0,0
132,24,7.9654052,1032404.32750226,1262.10050073968,0,0,0,0,0
133,24,7.9659186,1121529.52626414,1305.91024034282,0,0,0,0,0
134,24,7.9509694,1042733.37038996,1263.37482011039,0,0,0,0,0
135,24,7.9629451,1111212.28632483,1308.54485745049,0,0,0,0,0
136,24,8.0166198,1105752.31309925,1299.04067072423,0,0,0,0,0
137,24,8.0129047,1122274.80840783,1315.17277601308,0,0,0,0,0
